id,age00,education,marital,gender,ethnic,industry,income00
47,35.208,20,0,1,2,2,50227.0
48,52.923,16,0,1,0,4,64567.0
49,47.62,16,1,0,0,1,42592.0
50,43.256,16,0,0,1,1,39730.0
51,33.697,12,0,1,0,1,42939.0
52,47.343,12,1,1,2,6,103086.0
53,48.137,17,0,1,2,7,98931.0
54,42.618,16,1,1,0,4,61128.0
55,30.005,17,3,1,0,4,63903.0
56,57.372,12,1,1,2,6,99229.0
57,47.005,14,1,0,0,7,85493.0
58,45.169,16,0,0,0,7,97437.0
59,51.976,18,0,1,1,5,48477.0
60,42.237,16,1,0,2,5,68886.0
61,55.993,12,3,1,2,7,78634.0
62,59.078,18,2,1,1,2,47296.0
63,48.115,14,1,1,2,7,105304.0
64,55.103,16,0,1,2,5,88473.0
65,39.45,18,1,0,0,1,41508.0
66,44.711,18,0,0,2,2,41952.0
67,41.898,16,1,1,2,0,27436.0
68,50.534,12,1,1,1,4,58821.0
69,34.86,12,1,1,2,5,91726.0
70,37.402,12,1,1,1,0,28014.0
71,46.407,0,0,0,2,7,128862.0
72,33.048,12,0,1,2,1,32686.0
73,41.646,14,0,0,1,2,42077.0
74,36.529,17,2,1,2,6,112913.0
75,34.579,16,1,1,1,6,103966.0
76,31.186,14,1,1,0,6,126408.0
77,34.063,17,2,0,0,2,37310.0
78,46.909,12,1,0,2,5,44772.0
79,35.704,14,2,0,1,1,36775.0
80,53.478,16,0,0,2,7,77118.0
81,38.216,12,1,0,0,3,53374.0
82,39.071,13,1,0,1,3,53695.0
83,49.046,16,0,0,1,7,103177.0
84,53.262,16,1,0,0,3,50425.0
85,41.858,18,1,0,2,6,104737.0
86,41.093,19,1,1,1,0,25211.0
87,34.462,16,0,1,0,0,25521.0
88,46.278,16,1,0,2,0,28313.0
89,37.799,16,0,0,1,3,43914.0
90,39.587,12,0,0,0,1,30828.0
91,55.401,14,1,0,1,1,30532.0
92,45.801,13,0,1,0,4,73565.0
93,55.228,16,2,0,0,3,69192.0
94,39.29,16,2,1,1,6,65309.0
95,44.145,8,0,0,1,6,112081.0
96,33.699,16,1,1,1,4,48843.0
97,39.954,12,1,1,2,5,61367.0
98,33.478,14,0,0,1,2,43584.0
99,50.031,14,1,1,2,6,102002.0
100,42.055,12,1,1,1,5,48661.0
101,50.011,14,2,0,2,5,69890.0
102,46.002,14,2,0,1,1,36175.0
103,34.161,12,0,0,2,3,66367.0
104,41.88,19,1,0,1,1,48091.0
105,47.1,20,1,0,1,5,75456.0
106,35.843,16,0,0,1,0,27682.0
107,48.022,12,0,1,2,7,114451.0
108,38.567,12,1,0,1,7,121982.0
109,39.925,12,3,0,1,3,57985.0
110,55.033,20,0,1,2,5,44979.0
111,35.553,14,0,0,2,3,54777.0
112,45.184,16,0,0,0,3,64158.0
113,44.625,16,1,1,0,5,78375.0
114,37.469,16,1,1,1,1,46892.0
115,41.397,18,1,0,2,6,97955.0
116,45.882,13,1,1,0,2,35971.0
117,39.055,18,2,1,2,5,64039.0
118,38.863,17,1,0,0,3,55894.0
119,36.752,16,1,0,2,5,69389.0
120,37.539,12,1,1,0,4,64545.0
121,44.909,17,2,1,2,1,41884.0
122,37.88,19,1,0,2,7,104767.0
123,33.524,14,1,1,0,7,134221.0
124,51.305,18,1,1,0,2,32457.0
125,35.68,16,2,1,1,3,51847.0
126,54.59,17,0,1,1,0,31817.0
127,43.352,16,1,0,1,1,28530.0
128,33.938,13,1,0,2,7,115709.0
129,44.699,18,1,1,0,1,42614.0
130,31.986,14,1,1,2,6,81802.0
131,44.004,22,1,0,2,5,64205.0
132,59.284,18,2,1,2,6,59457.0
133,53.745,16,1,1,1,3,38630.0
134,37.438,13,0,1,1,7,156134.0
135,38.852,14,2,1,1,4,58283.0
136,31.032,12,1,0,1,0,29869.0
137,54.505,17,1,1,1,7,115004.0
138,37.849,12,1,1,0,7,115052.0
139,32.833,12,1,0,2,5,61902.0
140,54.724,12,0,0,0,5,85771.0
141,47.404,12,0,1,1,4,71398.0
142,50.397,16,1,0,2,3,59304.0
143,40.178,14,1,0,1,1,29921.0
144,49.96,16,1,0,2,2,39708.0
145,50.512,16,0,1,0,0,32025.0
146,49.987,12,1,1,0,5,46942.0
147,53.115,18,2,0,0,1,41175.0
148,42.937,16,0,1,1,0,26863.0
149,50.367,16,1,1,2,1,31818.0
150,51.57,12,0,0,1,0,33257.0
151,58.472,16,0,1,1,0,33167.0
152,38.236,17,1,1,0,4,54371.0
153,52.361,16,2,0,0,1,46481.0
154,50.783,16,1,0,1,2,34526.0
155,46.921,16,1,1,1,0,25454.0
156,51.435,12,0,1,0,2,40217.0
157,54.55,12,1,1,1,0,32320.0
158,52.804,16,0,1,1,0,31404.0
159,53.046,14,0,1,1,6,90207.0
160,59.807,12,3,0,0,3,53854.0
161,45.782,18,0,1,0,6,93047.0
162,46.305,16,1,1,0,4,58205.0
163,38.411,18,1,1,2,6,109630.0
164,42.824,12,0,1,0,1,44136.0
165,43.549,16,0,0,0,3,53801.0
166,44.193,18,0,0,1,3,57937.0
167,56.445,12,2,1,1,0,20252.0
168,43.418,20,0,0,0,7,142733.0
169,34.858,16,0,0,2,5,60020.0
170,45.227,0,0,1,2,4,53738.0
171,56.07,16,0,1,2,6,107830.0
172,42.074,16,1,1,1,4,67934.0
173,51.225,14,0,0,1,5,66341.0
174,32.159,12,0,1,0,5,65454.0
175,32.798,16,1,1,2,5,64846.0
176,52.359,16,0,0,0,1,41437.0
177,46.978,13,0,1,1,7,95415.0
178,43.298,14,0,0,1,5,59966.0
179,42.278,14,2,1,2,6,92342.0
180,54.88,16,0,0,2,1,33168.0
181,31.795,16,1,0,2,6,92979.0
182,49.376,13,1,0,2,0,23264.0
183,49.525,12,1,1,1,0,27847.0
184,42.017,14,0,0,1,4,65054.0
185,33.97,17,0,1,0,3,52142.0
186,42.746,18,0,1,0,1,33005.0
187,34.042,20,2,1,0,4,69014.0
188,59.142,16,1,1,0,3,38512.0
189,45.27,12,0,1,2,5,65171.0
190,55.734,12,0,1,1,3,53002.0
191,40.852,14,1,1,0,1,35384.0
192,45.17,18,1,1,2,7,148730.0
193,36.495,16,1,0,2,1,32453.0
194,53.316,16,1,1,1,1,40913.0
195,31.937,13,0,1,1,2,50332.0
196,33.931,18,0,1,0,5,62885.0
197,33.344,12,2,1,2,6,91830.0
198,34.964,16,1,0,2,5,66015.0
199,31.132,16,1,1,0,4,62046.0
200,49.918,16,2,1,0,4,60775.0
201,47.081,14,3,1,2,6,67944.0
202,55.14,19,2,0,1,2,53126.0
203,45.129,18,1,1,1,4,70147.0
204,53.113,12,1,1,1,4,57952.0
205,41.559,14,1,0,0,3,61813.0
206,56.237,20,2,0,0,6,111993.0
207,43.659,13,2,0,2,3,53727.0
208,52.935,16,2,0,0,3,52578.0
209,36.077,14,0,1,2,6,120126.0
210,32.714,20,0,0,0,0,25846.0
211,44.014,19,1,1,0,1,30278.0
212,31.445,20,0,0,2,5,79423.0
213,51.408,16,1,0,0,1,34638.0
214,45.24,18,0,0,2,3,48623.0
215,32.614,12,1,0,2,6,73276.0
216,31.609,18,1,0,2,5,71272.0
217,51.296,16,0,1,1,1,35227.0
218,48.248,14,0,1,2,6,91555.0
219,50.488,16,1,0,2,2,41940.0
220,45.796,17,3,0,1,0,31641.0
221,48.13,16,1,0,1,6,123941.0
222,35.323,20,0,1,0,4,66875.0
223,37.456,20,0,0,1,2,48183.0
224,31.741,13,1,0,0,6,84554.0
225,50.503,18,3,1,1,1,43442.0
226,40.307,13,0,0,2,6,81991.0
227,41.755,18,1,0,0,1,31332.0
228,59.644,14,2,0,2,0,28804.0
229,40.217,12,1,1,2,5,49853.0
230,32.24,16,1,1,1,4,79761.0
231,44.368,10,2,1,0,4,60311.0
232,51.704,12,1,0,1,1,38536.0
233,52.69,20,1,0,0,2,38993.0
234,31.186,21,0,0,2,2,40399.0
235,48.99,12,0,0,1,2,49763.0
236,51.905,16,1,0,0,2,43738.0
237,40.09,16,1,1,0,1,36080.0
238,50.618,12,1,0,2,1,40017.0
239,38.163,16,1,1,0,7,84992.0
240,44.554,12,0,0,0,2,44725.0
241,33.292,12,0,0,2,6,91075.0
242,56.53,20,1,1,1,0,25915.0
243,53.734,12,0,1,2,6,117059.0
244,36.593,12,1,0,0,3,46066.0
245,58.347,18,1,0,1,2,40076.0
246,32.571,16,1,0,2,2,43617.0
247,36.666,0,1,0,1,0,32639.0
248,49.339,18,3,0,2,2,54704.0
249,41.482,13,1,1,0,6,102756.0
250,57.583,16,1,1,1,1,41623.0
251,55.247,12,1,0,2,0,21091.0
252,35.048,17,1,1,0,0,22234.0
253,45.263,16,1,1,2,6,80901.0
254,56.486,16,1,0,2,7,72841.0
255,46.748,16,1,1,2,5,64284.0
256,39.98,14,1,1,0,3,60989.0
257,42.026,18,1,0,1,0,29009.0
258,50.613,16,1,0,2,3,43347.0
259,47.592,8,0,1,1,4,57432.0
260,44.647,21,3,0,0,3,58805.0
261,44.383,20,0,0,1,6,102995.0
262,46.996,16,1,0,2,5,72460.0
263,35.104,12,1,0,1,0,33497.0
264,44.407,17,1,0,0,6,127100.0
265,57.085,12,0,0,0,1,44240.0
266,39.97,14,1,1,1,1,25271.0
267,31.538,17,1,1,1,3,51549.0
268,39.845,16,1,0,2,1,30997.0
269,37.957,21,1,1,2,5,62102.0
270,44.025,12,1,0,0,2,34742.0
271,30.788,0,1,1,2,6,78436.0
272,38.552,16,0,0,2,0,28372.0
273,46.582,12,0,0,1,0,24915.0
274,50.585,13,1,1,1,3,48034.0
275,37.055,16,2,0,0,6,55847.0
276,35.285,16,0,0,2,5,66987.0
277,34.322,12,0,0,0,2,54742.0
278,43.219,13,0,0,1,1,44450.0
279,30.344,17,1,0,0,0,32088.0
280,41.202,16,0,1,1,2,47254.0
281,46.862,17,1,0,1,3,54995.0
282,56.352,12,0,1,2,1,33906.0
283,43.557,12,1,0,1,0,33694.0
284,52.018,18,2,0,1,6,89265.0
285,34.342,16,1,0,1,5,67708.0
286,56.503,13,0,0,0,1,34594.0
287,59.119,14,1,0,1,0,31369.0
288,49.444,17,0,0,0,1,31803.0
289,52.749,16,2,0,0,3,53211.0
290,34.005,14,3,0,1,1,42028.0
291,36.237,16,1,0,1,0,28898.0
292,33.941,16,1,0,2,2,47374.0
293,42.95,16,1,0,2,5,74909.0
294,45.862,14,1,1,1,4,56479.0
295,38.466,17,1,0,2,5,58123.0
296,36.331,16,0,0,2,5,89461.0
297,32.163,18,1,1,1,4,65442.0
298,41.567,17,3,0,0,3,41521.0
299,47.716,13,2,0,0,7,121831.0
300,42.276,14,1,1,0,6,75485.0
301,52.739,14,1,0,2,7,125968.0
302,39.446,16,1,0,1,3,56784.0
303,54.777,11,0,1,0,3,57384.0
304,31.042,14,1,0,2,6,90267.0
305,44.003,16,1,1,2,7,114157.0
306,36.615,18,1,0,1,0,33214.0
307,38.306,16,2,1,2,2,42083.0
308,33.514,16,1,1,1,7,113008.0
309,32.487,12,1,1,2,6,104397.0
310,54.142,17,0,0,1,2,40328.0
311,36.459,16,0,0,2,6,86294.0
312,54.428,16,0,0,1,1,45604.0
313,43.48,16,1,0,1,0,29658.0
314,43.232,19,1,0,1,3,61204.0
315,56.369,18,1,1,2,7,135456.0
316,36.755,20,1,1,2,2,44857.0
317,42.826,13,1,1,0,2,38302.0
318,52.692,16,0,1,1,4,59409.0
319,33.478,13,1,0,1,3,55140.0
320,38.897,12,0,0,0,7,99422.0
321,55.825,17,0,1,1,3,40289.0
322,52.354,16,1,1,1,1,41983.0
323,49.019,12,0,1,2,5,44471.0
324,42.434,12,1,0,0,1,28592.0
325,43.31,18,3,1,1,4,57368.0
326,39.565,13,1,0,0,0,33858.0
327,34.264,14,1,1,1,3,50375.0
328,31.692,18,1,0,2,5,88826.0
329,42.505,16,1,1,2,7,115673.0
330,49.004,16,3,1,1,3,57717.0
331,33.948,13,0,0,1,5,75382.0
332,32.039,12,3,0,2,2,48587.0
333,57.402,12,1,1,1,4,62198.0
334,50.979,16,1,0,2,0,27000.0
335,37.259,14,1,1,1,4,69390.0
336,37.17,14,1,0,0,2,52988.0
337,39.368,16,1,0,2,5,84681.0
338,58.061,13,1,1,1,2,49156.0
339,30.096,16,1,1,2,6,94139.0
340,39.796,19,1,0,2,1,39765.0
341,52.85,16,0,1,0,4,61673.0
342,39.715,16,1,0,1,5,55031.0
343,40.898,16,0,1,1,0,32725.0
344,31.037,12,0,1,2,6,129616.0
345,56.894,14,1,1,1,3,59687.0
346,44.439,16,1,1,1,3,70802.0
347,34.685,13,1,0,0,3,67370.0
348,43.443,12,1,1,1,4,64583.0
349,39.224,18,0,0,1,5,62371.0
350,45.515,9,1,1,0,7,119459.0
351,53.701,12,0,0,1,3,52508.0
352,32.01,16,0,1,0,1,33974.0
353,42.139,12,1,0,1,1,36114.0
354,49.478,16,1,0,0,1,35092.0
355,49.059,18,3,1,2,6,114257.0
356,48.095,14,3,1,1,4,55998.0
357,54.231,16,1,1,1,2,41670.0
358,46.063,16,0,0,2,2,35385.0
359,40.933,16,0,1,2,7,134376.0
360,54.104,16,1,1,2,7,117126.0
361,49.186,16,3,1,2,7,143319.0
362,43.237,14,0,0,0,2,40031.0
363,56.122,12,0,1,1,5,80037.0
364,41.984,16,1,0,0,1,34096.0
365,31.704,16,2,1,0,0,33872.0
366,31.942,12,1,0,2,6,101350.0
367,56.65,16,0,1,0,3,52266.0
368,33.048,16,0,1,1,2,42113.0
369,55.952,14,1,0,2,3,46667.0
370,39.391,14,3,1,1,3,52198.0
371,45.2,13,1,1,0,4,64397.0
372,31.191,16,3,0,0,7,107545.0
373,40.501,16,0,0,0,6,103463.0
374,47.783,16,0,0,0,1,33771.0
375,50.93,19,1,0,2,2,50411.0
376,47.03,12,1,1,1,6,88295.0
377,43.412,16,0,1,0,7,122139.0
378,33.131,16,0,1,2,6,76273.0
379,32.455,16,1,1,1,0,36379.0
380,40.325,12,1,1,0,1,29660.0
381,46.295,18,1,1,2,6,102662.0
382,39.446,8,1,1,1,5,56052.0
383,55.862,16,1,1,2,5,63967.0
384,39.7,12,0,0,2,0,28545.0
385,38.459,16,1,0,0,3,56077.0
386,59.771,18,1,1,2,6,93268.0
387,45.627,14,1,1,2,5,58178.0
388,38.926,16,1,1,0,7,111851.0
389,37.46,17,1,1,0,6,104626.0
390,40.28,14,0,1,1,6,95103.0
391,54.69,14,1,1,2,0,28673.0
392,50.946,16,1,1,1,4,50379.0
393,41.404,18,1,1,1,5,50297.0
394,42.478,16,1,1,2,5,61118.0
395,39.756,18,1,1,0,4,69407.0
396,37.402,18,1,1,2,7,115278.0
397,39.348,14,0,0,0,1,33779.0
398,40.545,14,1,0,0,1,33850.0
399,41.705,12,0,0,2,3,50446.0
400,48.533,16,1,1,1,7,122759.0
401,39.085,14,0,0,2,5,82053.0
402,41.457,16,0,1,0,4,62478.0
403,37.428,13,1,0,2,1,35624.0
404,30.571,16,1,1,2,5,91861.0
405,46.511,18,1,1,0,5,71322.0
406,55.477,18,3,0,2,1,36458.0
407,35.742,16,0,1,0,4,70230.0
408,38.948,14,2,1,0,4,69908.0
409,54.336,12,1,1,2,4,53065.0
410,57.168,18,3,1,0,6,109347.0
411,39.482,16,1,1,1,4,66919.0
412,44.29,16,1,1,0,4,64641.0
413,52.867,16,2,0,0,3,51438.0
414,47.715,12,1,0,1,4,63169.0
415,35.683,9,0,1,2,7,100085.0
416,36.736,18,0,0,0,3,53918.0
417,36.523,20,0,0,2,1,39056.0
418,39.845,16,1,0,2,3,40068.0
419,41.224,18,0,0,0,2,40682.0
420,34.168,13,1,1,0,3,68330.0
421,47.717,14,1,1,1,3,65449.0
422,33.307,18,0,0,2,0,27626.0
423,53.12,21,0,1,2,6,125516.0
424,37.708,14,1,0,2,6,128684.0
425,52.021,14,0,1,2,3,59934.0
426,58.436,14,1,0,2,6,95481.0
427,35.556,8,1,0,0,1,30937.0
428,41.735,12,0,0,1,1,35134.0
429,57.446,21,0,1,0,6,93064.0
430,54.441,16,2,1,1,6,99643.0
431,50.104,16,0,1,1,2,39084.0
432,30.592,14,1,1,0,4,51137.0
433,39.819,12,1,1,2,2,45266.0
434,31.297,12,2,1,1,0,26714.0
435,44.482,16,3,0,0,3,66079.0
436,48.38,21,1,1,1,6,91868.0
437,33.737,12,1,0,1,0,31568.0
438,32.709,16,1,0,0,1,28706.0
439,46.486,14,1,1,1,4,72100.0
440,38.821,14,0,0,0,6,88643.0
441,32.39,16,1,1,2,6,69762.0
442,51.338,14,0,0,1,1,35754.0
443,39.723,17,1,0,1,1,32491.0
444,52.074,19,1,1,0,4,72843.0
445,45.619,14,0,1,1,4,61304.0
446,31.574,16,1,0,0,0,32961.0
447,55.739,16,0,0,1,7,107494.0
448,41.906,18,0,0,2,5,50640.0
449,42.119,20,0,0,1,6,111993.0
450,35.154,16,1,0,1,6,77052.0
451,52.829,16,1,0,0,5,50931.0
452,45.3,16,0,1,2,6,99940.0
453,55.48,12,0,0,1,7,91069.0
454,30.246,18,2,0,2,5,64445.0
455,37.663,17,1,1,1,3,47331.0
456,38.1,12,3,1,2,0,23908.0
457,37.75,17,3,1,0,6,92366.0
458,45.141,20,0,1,0,3,47056.0
459,54.136,16,1,0,2,5,65531.0
460,31.147,20,2,1,2,7,93013.0
461,59.249,14,3,0,0,3,55538.0
462,39.828,18,1,0,2,5,90376.0
463,46.747,18,0,1,2,6,59239.0
464,34.155,19,1,0,2,1,41121.0
465,56.468,18,0,1,1,4,59766.0
466,38.663,12,1,1,0,1,43463.0
467,51.024,11,0,0,0,1,34159.0
468,35.398,16,3,0,0,3,57978.0
469,34.311,16,0,0,0,1,30210.0
470,46.792,14,1,1,1,2,44279.0
471,51.18,14,1,1,0,3,48824.0
472,37.561,18,1,1,1,1,36181.0
473,51.194,16,1,0,0,3,59372.0
474,42.181,12,0,1,1,4,48584.0
475,30.347,16,0,1,0,3,42691.0
476,34.028,8,1,1,0,4,55994.0
477,31.808,20,1,1,2,2,37558.0
478,36.256,8,0,1,2,7,126807.0
479,35.575,16,0,0,1,3,66258.0
480,44.077,16,1,1,0,6,114184.0
481,43.59,16,2,1,1,4,69759.0
482,30.979,16,0,0,1,3,41626.0
483,42.477,14,1,0,0,3,46144.0
484,53.632,18,1,1,2,6,69131.0
485,40.163,12,1,0,0,5,67667.0
486,36.125,18,1,0,0,2,49035.0
487,31.65,21,0,0,2,2,43039.0
488,35.214,16,1,0,0,3,54725.0
489,36.002,16,0,0,1,4,64606.0
490,40.712,13,1,1,1,4,45923.0
491,43.662,20,0,0,2,7,92635.0
492,33.801,12,0,1,0,4,60916.0
493,56.524,16,2,0,0,6,125393.0
494,39.503,12,2,1,1,0,25902.0
495,35.965,14,1,1,0,1,38607.0
496,53.516,20,0,0,1,0,31525.0
497,35.185,16,1,1,0,4,53478.0
498,37.343,14,3,1,2,2,43570.0
499,53.888,14,0,1,2,7,154980.0
500,31.198,18,1,1,1,4,60888.0
501,34.617,12,0,0,2,5,68343.0
502,47.77,12,0,1,2,1,43383.0
503,50.088,16,2,1,2,5,76600.0
504,49.192,18,0,1,1,4,65665.0
505,33.233,12,1,1,2,0,22427.0
506,44.645,12,1,1,2,7,105596.0
507,50.82,16,0,1,2,0,27796.0
508,31.778,13,0,0,1,1,46348.0
509,42.664,16,2,0,1,5,94851.0
510,31.128,12,1,1,1,5,60050.0
511,57.287,17,0,0,1,4,83824.0
512,34.524,14,0,1,0,6,84599.0
513,56.675,16,1,1,2,7,137337.0
514,59.913,21,1,1,2,5,67848.0
515,40.124,13,0,1,2,7,122792.0
516,51.937,14,1,1,2,2,37429.0
517,30.379,8,2,1,1,0,34460.0
518,39.472,16,0,0,2,6,93106.0
519,33.841,16,1,1,0,4,70608.0
520,35.49,12,3,0,2,1,36959.0
521,54.733,16,0,0,2,5,67117.0
522,54.175,17,1,0,1,2,40620.0
523,53.608,16,1,1,2,6,90154.0
524,51.58,16,1,1,2,7,126246.0
525,41.153,16,1,0,1,2,37072.0
526,47.043,13,2,0,2,1,35145.0
527,41.966,12,1,1,0,6,80689.0
528,30.819,17,3,1,2,1,38058.0
529,57.925,16,1,1,0,1,42332.0
530,47.954,18,1,1,0,7,83248.0
531,50.251,12,3,0,0,0,33411.0
532,57.623,18,1,0,2,2,53481.0
533,58.287,14,1,1,1,5,78209.0
534,36.526,18,1,0,1,6,128854.0
535,34.093,16,0,0,2,0,30383.0
536,43.861,12,1,0,2,5,48125.0
537,32.171,16,1,1,0,1,31772.0
538,54.035,12,1,1,1,4,67261.0
539,39.868,18,1,1,2,5,80357.0
540,53.317,14,0,1,1,3,47979.0
541,46.836,18,0,1,1,4,49377.0
542,42.196,12,0,1,2,6,102067.0
543,39.508,16,1,0,0,3,59071.0
544,35.659,14,1,0,0,3,51015.0
545,34.294,18,0,0,0,5,63408.0
546,49.859,13,0,1,1,1,36857.0
547,48.571,11,1,0,1,1,28423.0
548,54.333,9,1,0,0,1,42361.0
549,34.19,18,1,1,2,2,50180.0
550,39.48,13,3,1,0,1,33660.0
551,32.849,17,2,0,0,1,30962.0
552,49.927,16,1,0,2,5,81637.0
553,44.863,16,0,0,2,7,87691.0
554,35.536,11,0,1,2,2,54656.0
555,33.066,18,0,0,2,5,70323.0
556,37.819,13,1,0,0,3,46775.0
557,34.632,17,0,1,0,5,53227.0
558,55.916,13,0,0,0,2,51462.0
559,40.714,20,0,0,1,6,102814.0
560,49.333,18,1,1,0,4,53468.0
561,46.874,18,0,1,2,5,50916.0
562,48.638,18,1,0,2,6,105707.0
563,36.422,16,1,0,0,6,89201.0
564,38.173,16,1,1,2,5,53606.0
565,38.263,12,0,1,0,5,78451.0
566,50.124,16,1,1,0,6,124191.0
567,40.215,12,1,0,1,2,39997.0
568,45.531,14,0,1,1,4,62132.0
569,48.171,14,1,1,0,6,105772.0
570,51.908,14,1,1,0,6,90579.0
571,39.128,20,1,1,1,1,38297.0
572,38.463,14,1,1,0,6,112163.0
573,41.973,20,1,1,0,4,55239.0
574,55.795,14,3,0,2,5,58627.0
575,52.659,13,2,0,2,5,72151.0
576,45.768,12,1,1,0,1,44131.0
577,44.189,17,0,1,0,0,35416.0
578,33.163,12,0,0,2,2,38528.0
579,30.53,12,1,1,2,5,83466.0
580,31.949,12,1,1,1,4,52258.0
581,32.452,16,1,0,0,2,47657.0
582,37.311,12,0,0,0,1,25263.0
583,37.046,16,1,1,0,1,35251.0
584,41.582,13,1,0,0,7,118270.0
585,49.687,16,2,0,1,2,45507.0
586,33.063,20,1,1,1,4,65949.0
587,51.991,17,0,0,0,5,76378.0
588,52.873,14,1,1,2,5,54295.0
589,42.052,14,3,1,2,3,48217.0
590,49.394,16,1,1,0,4,71997.0
591,35.387,14,0,1,0,1,34433.0
592,52.835,16,1,0,1,1,42918.0
593,46.59,10,0,1,0,7,87192.0
594,50.098,12,0,1,1,2,35950.0
595,45.261,18,0,1,0,1,39545.0
596,39.581,20,1,0,1,0,29442.0
597,55.973,12,3,1,2,7,124541.0
598,54.691,21,1,0,1,1,33494.0
599,38.167,16,1,1,2,2,47784.0
600,36.573,12,0,1,1,4,55405.0
601,52.868,12,0,1,0,6,102731.0
602,44.412,14,0,0,1,2,54247.0
603,52.219,20,1,0,0,1,31828.0
604,35.247,21,1,1,1,0,22845.0
605,48.398,8,0,0,2,6,115279.0
606,47.763,12,0,0,0,3,47731.0
607,57.018,16,2,1,1,3,51095.0
608,37.059,16,0,1,1,4,67407.0
609,54.131,14,1,1,1,4,62967.0
610,50.354,16,1,0,1,1,34935.0
611,34.877,17,0,1,1,7,125636.0
612,50.535,12,0,0,1,3,65985.0
613,55.967,19,0,0,0,2,53223.0
614,52.572,12,1,0,0,0,34534.0
615,49.508,21,1,1,1,3,59373.0
616,44.753,18,1,0,1,1,48226.0
617,47.529,16,3,0,1,3,47229.0
618,49.21,16,0,0,2,7,100712.0
619,34.985,14,3,0,0,4,69089.0
620,32.028,16,1,0,1,3,53720.0
621,32.474,16,1,0,1,3,63094.0
622,52.446,12,1,1,0,0,26003.0
623,42.023,11,1,0,2,5,93104.0
624,47.361,18,1,1,0,6,79529.0
625,53.152,12,0,1,1,0,22810.0
626,47.708,14,3,0,1,0,27047.0
627,47.202,17,1,1,1,5,57557.0
628,45.465,12,0,1,2,3,55850.0
629,38.676,19,0,1,0,4,63680.0
630,44.366,16,0,0,0,3,54503.0
631,32.424,10,1,0,1,1,42893.0
632,39.552,16,0,0,0,3,47516.0
633,40.733,16,0,1,2,5,65652.0
634,56.128,16,1,1,0,6,103213.0
635,31.03,12,1,0,0,3,58885.0
636,41.036,13,3,1,1,5,66679.0
637,49.047,16,1,1,0,2,40642.0
638,32.422,12,1,0,2,0,29173.0
639,37.823,17,0,0,0,6,109778.0
640,42.055,14,1,1,0,4,75717.0
641,49.188,16,2,1,2,5,75502.0
642,50.403,18,1,0,0,3,62407.0
643,30.628,16,1,0,1,3,54939.0
644,37.02,16,1,0,0,2,32181.0
645,41.345,16,0,0,2,7,114426.0
646,59.627,16,1,1,1,2,55710.0
647,50.89,19,1,0,2,2,53372.0
648,46.874,14,1,1,0,0,32720.0
649,53.736,18,1,1,2,6,84860.0
650,48.199,16,1,0,1,3,57884.0
651,55.683,12,0,1,2,4,67437.0
652,36.846,17,1,0,1,0,26916.0
653,50.568,16,1,1,1,6,92418.0
654,30.932,14,1,1,1,4,50286.0
655,50.626,12,1,1,0,5,80883.0
656,40.806,17,0,0,0,5,72387.0
657,44.473,17,0,0,2,5,66182.0
658,49.767,16,1,1,2,6,116206.0
659,44.135,16,1,0,0,2,42319.0
660,34.825,17,2,1,2,1,37755.0
661,41.127,16,2,1,1,2,39013.0
662,38.983,16,1,1,2,7,116778.0
663,35.758,12,0,0,0,2,45223.0
