id,age00,education,marital,gender,ethnic,industry,income00
65,58.279,16,1,0,2,3,53751.0
66,48.88,16,1,0,2,1,31644.0
67,57.013,14,1,1,2,0,25386.0
68,42.255,16,1,1,0,0,25621.0
69,37.279,17,0,1,0,6,105758.0
70,54.455,16,1,0,2,0,23731.0
71,32.07,16,1,1,0,0,31668.0
72,50.162,21,1,1,2,7,106141.0
73,55.253,16,1,1,2,0,36083.0
74,34.73,13,0,1,0,3,52236.0
75,32.786,16,1,1,1,3,54014.0
76,50.176,12,1,0,2,5,70945.0
77,57.099,16,1,1,1,0,27843.0
78,45.104,12,0,0,2,1,31718.0
79,31.386,12,0,0,0,0,25461.0
80,45.55,9,1,1,1,3,63663.0
81,58.772,12,2,0,2,2,55767.0
82,37.207,16,2,0,0,6,60908.0
83,40.837,13,1,0,2,4,61118.0
84,50.066,21,1,0,2,7,102450.0
85,50.781,14,2,0,2,0,34077.0
86,45.163,16,1,1,0,3,47409.0
87,40.186,21,2,1,1,1,28787.0
88,59.372,0,2,0,1,5,67425.0
89,58.378,16,1,1,0,1,40638.0
90,36.604,12,1,0,0,7,133384.0
91,42.064,16,0,0,2,3,50667.0
92,44.603,14,1,1,0,5,56137.0
93,33.859,12,0,1,1,0,27366.0
94,51.263,17,1,0,1,4,55189.0
95,36.388,9,2,0,0,6,125009.0
96,54.867,14,1,0,1,6,107394.0
97,55.043,16,0,0,1,1,33412.0
98,34.039,12,1,0,2,6,71946.0
99,48.122,16,1,1,0,4,75679.0
100,42.22,14,1,0,2,1,26290.0
101,43.219,16,3,0,1,0,30976.0
102,31.695,16,1,1,1,0,27537.0
103,38.522,16,3,0,2,0,28700.0
104,46.277,17,1,0,2,4,54785.0
105,30.403,16,1,0,1,4,75918.0
106,51.755,16,1,0,0,5,60206.0
107,35.902,12,1,1,1,1,40751.0
108,58.536,17,1,1,2,4,73133.0
109,33.089,12,1,0,2,6,91282.0
110,34.185,18,1,0,1,2,49295.0
111,35.755,19,0,1,1,7,84023.0
112,44.703,12,0,0,1,7,117959.0
113,45.983,12,0,0,2,1,35159.0
114,36.771,12,1,0,0,6,84099.0
115,48.813,17,1,1,0,6,63355.0
116,55.149,16,3,0,0,3,52216.0
117,40.979,12,1,0,1,6,107920.0
118,32.629,19,2,0,2,0,27935.0
119,34.51,18,2,1,0,1,35030.0
120,54.618,14,1,0,0,7,123832.0
121,35.776,18,0,0,1,1,46755.0
122,56.162,14,1,0,1,1,33787.0
123,50.957,14,1,1,2,0,27332.0
124,42.139,16,1,1,1,2,40932.0
125,43.403,18,0,1,0,6,90550.0
126,50.737,16,1,0,2,7,139005.0
127,52.137,16,0,1,0,0,25961.0
128,56.996,18,2,1,0,0,30390.0
129,47.353,16,2,1,2,2,44254.0
130,30.178,14,1,1,0,5,63987.0
131,45.854,16,3,0,1,3,63258.0
132,31.327,16,1,1,1,2,42001.0
133,36.67,12,0,1,0,2,40501.0
134,44.389,16,1,1,2,7,107962.0
135,43.472,14,1,1,1,3,52537.0
136,50.733,14,0,1,1,6,97366.0
137,41.749,13,1,1,1,6,114712.0
138,51.554,14,1,1,2,4,49856.0
139,45.396,14,1,0,2,6,78121.0
140,48.256,16,3,0,1,4,74588.0
141,45.03,12,1,0,1,2,35143.0
142,45.467,12,0,0,2,4,76828.0
143,38.157,12,0,1,0,1,35573.0
144,36.248,18,0,1,2,3,45193.0
145,53.537,14,2,0,0,6,102608.0
146,53.903,16,0,0,2,7,151212.0
147,42.384,22,1,1,2,7,120796.0
148,50.081,16,0,0,2,6,108583.0
149,34.942,10,0,1,1,4,70921.0
150,33.23,18,2,0,1,2,35423.0
151,42.937,14,1,0,1,1,33357.0
152,58.909,21,1,0,1,2,42727.0
153,56.537,18,1,0,0,1,33258.0
154,54.657,16,0,1,2,5,63254.0
155,54.256,16,3,0,1,0,23614.0
156,46.53,16,1,1,2,5,68016.0
157,49.74,14,1,0,0,5,64965.0
158,45.102,12,1,0,1,0,27383.0
159,50.012,18,0,1,1,2,46200.0
160,37.299,16,1,0,2,1,48095.0
161,37.332,17,1,0,1,7,126542.0
162,44.588,8,1,0,2,1,36560.0
163,31.228,16,1,0,2,6,117529.0
164,53.028,12,1,1,0,6,116928.0
165,38.532,16,1,0,0,0,33745.0
166,52.15,16,1,0,2,5,87243.0
167,58.305,13,1,0,0,5,71521.0
168,58.8,18,0,0,0,0,26774.0
169,51.242,16,0,0,1,4,51677.0
170,43.235,13,3,1,0,0,20007.0
171,42.344,17,0,0,0,0,30804.0
172,43.92,14,1,0,1,1,38669.0
173,40.051,12,2,0,2,7,126250.0
174,46.574,18,0,0,2,5,56879.0
175,33.788,14,1,1,0,0,25820.0
176,47.478,20,1,1,1,0,31272.0
177,59.088,16,0,0,1,1,37058.0
178,40.899,10,0,0,1,4,58262.0
179,40.718,14,1,0,0,4,62949.0
180,40.598,12,3,1,2,7,127932.0
181,51.044,16,1,0,1,7,119425.0
182,47.589,17,2,1,1,1,40483.0
183,47.699,12,1,1,1,2,40240.0
184,32.815,16,1,0,0,0,35075.0
185,56.906,16,0,1,0,3,47567.0
186,51.622,12,1,1,0,0,33406.0
187,38.483,16,1,1,2,7,135030.0
188,41.167,18,1,0,1,7,108048.0
189,46.239,13,1,1,1,3,42240.0
190,40.275,12,1,1,0,6,120501.0
191,32.805,16,0,1,0,0,23770.0
192,32.482,14,1,1,0,4,69904.0
193,41.633,14,0,1,0,7,104795.0
194,48.133,11,2,1,0,3,55886.0
195,55.767,13,0,1,1,1,36222.0
196,48.725,18,1,1,1,6,116482.0
197,51.867,13,1,0,0,6,101911.0
198,54.648,13,1,0,0,0,30019.0
199,56.886,12,3,0,1,1,34581.0
200,50.095,14,1,0,1,6,87919.0
201,58.356,12,1,1,2,0,25268.0
202,30.66,17,1,0,1,1,42200.0
203,57.711,18,0,1,0,3,43973.0
204,32.325,12,2,1,0,5,64922.0
205,46.848,19,0,1,2,3,54561.0
206,39.136,16,1,1,1,1,26095.0
207,36.128,14,1,0,0,5,77829.0
208,43.299,13,2,0,1,5,65391.0
209,46.615,12,1,0,2,1,35745.0
210,32.845,16,0,1,1,3,52315.0
211,33.564,14,1,1,1,5,81481.0
212,52.369,12,1,1,2,6,92485.0
213,31.083,16,0,0,1,3,39228.0
214,41.421,14,2,1,1,3,50357.0
215,45.603,16,0,1,1,3,59773.0
216,51.356,14,1,0,0,2,52945.0
217,40.645,19,0,1,1,1,40294.0
218,45.653,12,1,1,1,1,25324.0
219,31.793,16,0,0,2,6,86142.0
220,31.836,11,2,0,1,2,33036.0
221,45.495,0,0,0,1,7,147207.0
222,51.046,16,3,0,0,0,31498.0
223,37.836,18,2,0,1,2,34821.0
224,44.532,20,1,1,1,2,33418.0
225,58.023,14,1,1,1,3,47046.0
226,41.235,14,1,0,1,5,70140.0
227,57.45,21,3,1,2,6,116158.0
228,54.09,12,0,1,1,2,42717.0
229,38.733,18,1,0,0,4,58008.0
230,52.467,14,1,1,1,2,51110.0
231,55.202,14,0,0,1,6,87131.0
232,36.985,14,1,1,0,2,32709.0
233,48.1,18,0,0,2,5,71531.0
234,55.917,16,1,0,0,2,51732.0
235,48.512,13,0,0,1,3,48633.0
236,44.466,12,3,0,2,4,65145.0
237,37.58,12,0,0,1,3,54153.0
238,37.603,14,1,0,2,4,59724.0
239,31.632,12,0,1,1,3,53716.0
240,59.412,16,3,0,1,3,61225.0
241,34.034,16,1,0,0,4,65668.0
242,39.771,16,0,0,2,0,34403.0
243,50.375,12,1,0,1,1,33194.0
244,54.287,18,1,0,2,3,55985.0
245,42.29,14,2,0,2,4,72241.0
246,37.644,18,1,0,1,1,41382.0
247,49.008,16,2,0,0,6,91480.0
248,42.381,16,2,0,0,3,57106.0
249,35.081,13,0,1,1,3,50263.0
250,41.669,16,3,0,1,6,102885.0
251,37.332,14,1,1,0,6,101771.0
252,41.062,12,1,0,0,2,42109.0
253,50.877,18,0,0,0,1,32980.0
254,35.687,12,0,0,1,3,55212.0
255,43.601,18,1,1,2,0,23553.0
256,57.208,12,1,0,0,0,27357.0
257,32.205,18,2,0,2,2,40478.0
258,30.057,16,1,1,2,7,125376.0
259,52.796,14,1,0,2,4,58473.0
260,36.555,16,2,0,0,4,60375.0
261,33.895,12,3,1,1,3,46598.0
262,54.561,14,0,1,2,3,56323.0
263,57.349,16,1,0,1,4,60307.0
264,45.101,20,0,1,1,6,112237.0
265,38.213,16,0,0,0,0,32752.0
266,47.065,20,1,1,0,6,125340.0
267,47.88,12,1,1,0,3,48327.0
268,50.3,12,0,0,1,4,69852.0
269,57.106,16,3,0,0,4,49871.0
270,40.595,14,0,1,0,1,29687.0
271,58.116,14,0,1,1,6,95544.0
272,46.974,14,2,0,1,6,86472.0
273,36.172,16,1,0,1,2,47771.0
274,49.751,14,1,0,2,4,64875.0
275,51.724,16,1,0,2,0,28114.0
276,47.264,14,0,1,0,3,59247.0
277,34.441,17,0,1,2,2,54427.0
278,40.711,20,1,1,0,5,66626.0
279,46.24,14,1,0,1,7,97335.0
280,45.523,18,0,0,1,2,39752.0
281,34.051,18,0,0,2,2,39182.0
282,37.617,12,0,0,1,2,48452.0
283,35.049,12,0,1,0,0,27449.0
284,52.841,16,1,0,1,0,22891.0
285,38.757,12,1,0,2,4,47762.0
286,47.122,16,1,0,0,1,34849.0
287,42.318,20,1,1,1,1,33533.0
288,54.374,16,3,0,1,2,44712.0
289,55.547,13,1,1,2,0,22770.0
290,49.545,17,1,1,0,7,119022.0
291,44.741,16,0,0,1,1,35498.0
292,44.21,16,1,0,0,4,65141.0
293,50.212,13,3,0,1,2,49882.0
294,35.121,16,0,1,2,6,87409.0
295,30.224,14,1,1,1,6,80456.0
296,41.003,17,0,1,1,2,43865.0
297,44.064,20,1,1,1,5,81494.0
298,50.461,16,1,0,1,7,63044.0
299,43.584,12,1,1,0,1,35798.0
300,52.26,14,2,1,1,1,43812.0
301,41.287,16,1,1,0,3,52856.0
302,41.869,12,1,1,2,6,101847.0
303,44.402,12,1,1,0,2,43256.0
304,49.139,16,0,0,2,1,30968.0
305,35.735,14,1,1,0,6,110793.0
306,48.568,12,0,1,1,3,58257.0
307,36.791,18,0,0,1,1,30688.0
308,53.045,16,0,0,1,3,52073.0
309,47.421,12,1,1,1,4,58894.0
310,33.799,18,1,1,2,6,75322.0
311,49.594,12,0,0,0,0,23306.0
312,39.232,16,0,0,1,1,40196.0
313,56.344,18,0,0,2,1,30322.0
314,39.452,18,1,1,2,2,43711.0
315,31.292,17,0,0,0,3,56822.0
316,56.181,16,1,1,0,5,55497.0
317,42.68,12,1,1,1,1,30533.0
318,52.822,12,0,0,0,6,80193.0
319,33.201,18,0,1,0,3,64847.0
320,54.651,16,2,1,1,0,27195.0
321,48.556,12,2,0,0,7,96161.0
322,46.428,17,0,0,0,5,68942.0
323,51.029,19,3,0,2,5,68265.0
324,31.276,13,1,1,1,6,90542.0
325,42.95,12,1,1,2,1,40995.0
326,53.014,16,1,1,0,6,69018.0
327,47.513,16,3,0,0,7,126328.0
328,59.014,16,0,1,0,1,38833.0
329,44.944,16,1,0,0,2,51031.0
330,30.912,14,0,1,1,6,110293.0
331,44.891,16,1,0,0,7,81897.0
332,36.298,12,1,1,1,5,49817.0
333,33.032,14,0,1,2,3,47839.0
334,47.598,16,0,0,1,3,54899.0
335,36.92,14,3,0,1,2,55537.0
336,33.217,20,1,1,2,0,23912.0
337,44.058,16,1,1,1,1,30191.0
338,54.078,18,1,0,1,2,59505.0
339,56.356,12,1,1,1,5,55820.0
340,54.465,14,0,1,1,0,26013.0
341,46.736,12,1,1,0,6,124555.0
342,46.757,16,1,0,0,2,47938.0
343,52.649,12,1,1,2,5,57654.0
344,48.691,19,1,0,0,1,39303.0
345,55.547,14,2,1,1,0,34290.0
346,35.374,16,3,0,1,2,35165.0
347,41.986,12,0,0,2,4,65077.0
348,36.169,16,0,0,0,7,131083.0
349,39.669,12,1,1,1,1,41007.0
350,33.002,16,0,1,0,4,47374.0
351,41.423,13,0,1,2,3,52906.0
352,49.784,14,1,0,0,5,65442.0
353,37.637,12,0,0,1,0,28141.0
354,52.143,16,0,0,1,1,33209.0
355,31.186,12,3,1,2,5,76510.0
356,50.69,16,1,1,2,1,35600.0
357,58.847,19,3,0,1,0,31808.0
358,34.19,12,1,1,1,6,102828.0
359,35.199,14,1,1,1,3,63766.0
360,59.312,18,1,0,0,3,52059.0
361,52.055,18,1,0,0,3,64072.0
362,30.41,14,1,1,1,3,62317.0
363,41.441,14,1,0,2,2,46784.0
364,37.892,16,2,1,0,1,33357.0
365,30.917,12,0,0,0,7,105878.0
366,32.777,18,1,1,0,6,78405.0
367,44.698,16,1,1,0,2,46764.0
368,37.053,17,0,0,1,2,40896.0
369,37.965,20,1,0,1,0,26442.0
370,49.87,18,0,0,1,5,66716.0
371,51.298,21,1,1,0,4,57984.0
372,38.239,16,0,0,2,7,110896.0
373,33.33,12,1,1,2,2,46564.0
374,38.86,16,1,1,2,6,98684.0
375,45.95,12,1,0,2,5,59846.0
376,38.554,12,0,1,0,5,69600.0
377,48.4,16,1,1,2,2,51923.0
378,59.654,13,1,0,0,5,76366.0
379,38.262,14,0,0,2,6,99364.0
380,51.112,18,0,1,2,1,32770.0
381,53.006,16,1,1,0,1,37447.0
382,55.597,17,1,1,0,6,75476.0
383,51.327,16,0,0,2,5,60558.0
384,31.892,22,0,1,1,1,33598.0
385,53.493,17,0,1,2,3,58814.0
386,41.956,16,0,1,0,7,105974.0
387,30.618,16,1,0,0,6,105979.0
388,46.376,18,2,1,1,2,45466.0
389,44.501,18,3,1,2,3,60868.0
390,59.96,18,0,1,2,0,24424.0
391,35.178,10,0,1,0,6,117135.0
392,47.617,12,1,1,0,6,91942.0
393,36.834,12,1,0,0,3,52988.0
394,36.014,16,3,0,1,5,76167.0
395,33.596,12,0,0,2,4,64960.0
396,46.876,14,1,1,2,1,38028.0
397,46.782,12,0,1,1,2,46166.0
398,53.146,16,1,1,1,3,48115.0
399,40.855,14,1,1,0,6,81108.0
400,58.353,16,1,1,0,6,76001.0
401,50.377,12,1,1,1,0,35366.0
402,55.901,12,2,1,2,6,95374.0
403,43.957,16,1,0,2,1,38634.0
404,47.722,13,0,0,2,6,101714.0
405,32.885,14,3,0,0,0,26689.0
406,59.653,14,0,1,1,0,23785.0
407,48.944,13,1,0,0,4,61395.0
408,39.556,12,2,0,1,2,46728.0
409,39.776,16,0,1,1,4,71882.0
410,51.374,18,0,0,2,1,43089.0
411,51.456,8,1,0,1,3,59946.0
412,34.335,14,0,1,2,1,32931.0
413,41.564,20,1,1,0,2,45384.0
414,39.365,16,0,1,0,2,42423.0
415,46.429,18,0,0,1,0,29410.0
416,32.577,16,1,0,1,3,50947.0
417,48.022,18,1,0,2,5,57976.0
418,33.208,16,1,0,0,2,57288.0
419,38.299,12,1,0,2,5,50191.0
420,30.909,16,1,0,0,0,22556.0
421,39.744,16,1,0,1,0,28804.0
422,31.479,14,1,1,2,0,30052.0
423,43.643,16,0,1,0,0,23472.0
424,42.746,17,1,0,0,3,53068.0
425,40.669,17,1,1,1,4,69629.0
426,43.505,19,1,0,1,0,24369.0
427,53.523,16,0,0,1,6,86141.0
428,48.973,16,1,1,0,4,56958.0
429,30.328,16,1,0,2,4,63664.0
430,44.253,18,3,0,2,2,41678.0
431,38.879,16,2,1,2,3,49525.0
432,31.771,16,1,0,1,1,43930.0
433,49.409,16,1,1,1,6,72296.0
434,47.99,21,0,1,1,7,118176.0
435,38.936,12,0,1,0,1,41031.0
436,33.912,12,0,1,2,1,33876.0
437,50.412,16,0,1,1,1,33357.0
438,51.473,18,3,0,1,3,55932.0
439,48.682,16,1,1,1,3,51674.0
440,38.124,18,1,1,2,2,45817.0
441,59.288,12,1,1,2,2,54813.0
442,47.71,16,3,0,1,1,44722.0
443,48.984,14,1,0,2,7,121759.0
444,38.352,12,0,1,0,1,39951.0
445,44.104,13,3,0,1,1,35047.0
446,33.713,16,0,0,1,6,83542.0
447,33.554,18,2,0,0,2,39830.0
448,32.325,16,1,1,2,0,25142.0
449,43.921,16,0,1,2,3,43832.0
450,35.58,18,0,0,0,1,32198.0
451,43.171,16,0,1,0,0,29957.0
452,54.752,16,0,1,1,2,39703.0
453,57.87,16,1,1,0,1,33669.0
454,33.101,12,1,1,1,5,87011.0
455,54.078,19,1,0,0,3,43025.0
456,59.156,14,1,0,0,3,42066.0
457,51.5,14,1,1,1,3,55076.0
458,54.461,12,2,1,0,4,63488.0
459,48.074,16,0,0,2,0,32180.0
460,54.116,14,0,0,2,4,51735.0
461,40.568,14,1,1,2,2,47459.0
462,48.555,12,1,0,1,4,61248.0
463,47.902,14,0,0,0,2,42496.0
464,59.064,12,1,0,2,4,64745.0
465,51.369,14,2,1,1,4,68416.0
466,48.242,14,1,0,1,3,58930.0
467,57.608,16,1,0,2,0,28717.0
468,33.172,14,2,0,1,1,36994.0
469,55.972,14,1,1,2,3,55872.0
470,42.988,16,1,1,2,5,64490.0
471,49.86,16,0,0,1,2,40672.0
472,47.874,16,1,1,0,1,25773.0
473,53.516,16,1,0,0,7,101898.0
474,32.953,17,1,0,0,1,38441.0
475,59.971,18,0,1,1,1,35414.0
476,46.804,16,1,0,2,6,88807.0
477,51.232,12,0,0,2,1,40225.0
478,51.629,18,1,0,0,1,29286.0
479,43.785,16,2,1,0,3,66251.0
480,55.671,12,1,0,1,4,65769.0
481,33.353,16,1,1,1,6,118207.0
482,35.886,18,0,1,0,1,37479.0
483,58.811,0,1,1,2,3,51153.0
484,53.383,16,1,1,1,1,32779.0
485,40.989,16,1,0,1,5,80078.0
486,32.328,16,1,1,0,1,27775.0
487,50.559,17,1,1,2,4,65370.0
488,34.403,12,1,0,1,1,32299.0
489,57.322,18,1,1,1,1,26992.0
490,43.777,12,1,0,1,3,58116.0
491,43.017,16,1,1,1,3,43798.0
492,46.916,12,0,1,1,6,117666.0
493,51.288,16,0,1,1,5,78247.0
494,43.833,12,1,1,1,2,53996.0
495,44.931,13,0,0,1,6,108750.0
496,36.914,12,0,0,1,0,28900.0
497,30.615,12,0,1,2,4,61770.0
498,50.418,18,1,1,1,2,42152.0
499,31.593,16,1,0,2,1,42424.0
500,36.37,16,1,0,1,2,58972.0
501,48.067,12,1,1,2,6,111688.0
502,32.146,13,1,1,1,2,45251.0
503,30.169,16,1,1,2,6,87860.0
504,44.98,18,2,1,2,6,112557.0
505,45.767,16,0,1,2,3,52081.0
506,31.788,16,2,0,2,7,148800.0
507,49.975,14,1,0,2,7,127387.0
508,51.211,14,0,1,1,4,61100.0
509,50.486,14,0,1,2,1,32636.0
510,51.002,14,2,1,0,3,41277.0
511,52.614,14,1,0,1,4,74282.0
512,57.085,14,1,1,1,4,68955.0
513,55.222,14,1,0,0,7,124569.0
514,43.901,13,1,1,0,3,64177.0
515,48.007,16,0,0,0,1,40643.0
516,44.381,16,1,0,1,7,138672.0
517,33.755,20,1,1,0,2,34139.0
518,41.272,16,0,0,1,3,50065.0
519,53.993,16,1,0,2,7,98613.0
520,51.068,21,1,0,0,7,123608.0
521,49.601,16,3,1,2,1,34024.0
522,35.35,16,1,1,0,7,130845.0
523,38.099,12,0,1,1,7,161737.0
524,37.965,12,2,1,1,1,37093.0
525,59.64,14,0,0,1,5,61287.0
526,41.913,16,1,0,2,5,76658.0
527,46.888,18,0,1,0,1,37449.0
528,33.538,12,1,0,1,3,63488.0
529,38.173,18,1,0,1,3,46375.0
530,48.496,16,1,0,0,2,47001.0
531,35.377,16,1,0,0,3,51130.0
532,54.854,16,1,0,2,3,59089.0
533,37.895,16,1,0,1,1,40905.0
534,31.217,14,1,1,0,5,58976.0
535,43.559,8,0,0,0,4,71225.0
536,41.347,16,0,1,0,0,29456.0
537,45.439,17,1,1,0,3,57016.0
538,35.242,12,1,0,1,6,69535.0
539,51.016,16,1,1,0,1,46590.0
540,58.648,16,2,0,0,3,39416.0
541,33.668,14,1,0,0,7,90433.0
542,45.353,16,0,1,2,6,91795.0
543,54.042,17,0,1,1,3,66789.0
544,55.261,16,1,1,2,6,92168.0
545,57.287,16,0,1,0,7,138677.0
546,40.634,12,2,0,0,1,40561.0
547,41.965,16,0,1,2,3,71173.0
548,41.978,14,0,1,1,1,27873.0
549,31.703,18,1,1,0,6,118631.0
550,40.98,17,1,0,0,5,56979.0
551,46.705,14,1,0,2,6,76652.0
552,30.379,16,1,0,2,0,22575.0
553,34.936,9,1,0,0,1,42129.0
554,51.478,16,0,1,1,1,37012.0
555,56.399,17,1,1,1,3,62151.0
556,33.427,20,0,1,1,4,62602.0
557,46.6,16,2,1,1,5,74750.0
558,49.496,16,1,0,1,7,117628.0
559,59.96,21,1,0,1,1,35620.0
560,31.57,20,0,1,0,3,54038.0
561,33.012,16,2,0,2,1,39483.0
562,30.778,16,2,0,1,6,61289.0
563,50.597,20,3,0,1,7,115071.0
564,33.81,16,1,0,2,3,38945.0
565,38.0,12,0,0,0,2,43911.0
566,43.846,18,1,0,0,6,105424.0
567,33.471,14,1,1,1,3,48646.0
568,37.686,18,0,1,2,3,57364.0
569,59.86,16,1,1,0,3,47423.0
570,57.108,18,0,0,0,0,25200.0
571,37.05,14,1,0,1,6,109615.0
572,55.133,16,1,1,0,6,107359.0
573,34.894,17,1,1,0,6,80925.0
574,33.982,16,0,1,1,1,30412.0
575,52.474,12,0,0,0,7,133828.0
576,34.17,16,1,1,2,0,29760.0
577,55.727,12,0,1,0,5,63029.0
578,50.632,16,1,1,0,2,45300.0
579,52.657,18,2,0,1,3,54960.0
580,42.845,12,0,1,0,4,62335.0
581,34.717,16,1,1,2,5,76680.0
582,40.943,16,1,1,1,6,97845.0
583,39.953,18,1,0,0,2,45200.0
584,39.337,8,0,1,1,0,31301.0
585,53.031,16,0,1,0,3,58686.0
586,55.278,16,1,0,0,3,50334.0
587,48.432,14,1,1,0,5,79121.0
588,47.158,16,1,0,1,5,68095.0
589,55.526,16,0,1,2,1,27859.0
590,38.301,19,2,0,1,7,119101.0
591,39.493,14,3,1,2,0,31509.0
592,31.368,16,0,0,0,3,52532.0
593,52.326,18,1,0,2,3,55975.0
594,58.805,16,1,1,2,0,32646.0
595,44.2,12,1,0,2,2,38377.0
596,49.184,18,0,0,2,2,43055.0
597,41.627,16,1,0,2,7,123073.0
598,55.339,12,3,0,0,3,50155.0
599,44.042,16,1,0,2,2,42071.0
600,59.936,16,0,0,2,3,60697.0
601,35.606,18,1,0,0,1,26471.0
602,40.556,12,3,0,1,6,83310.0
603,50.991,9,0,0,0,6,78051.0
604,57.722,12,1,1,2,1,33776.0
605,45.089,20,3,0,1,7,116478.0
606,57.949,14,0,0,1,7,102916.0
607,47.37,18,0,1,2,6,66576.0
608,54.216,8,3,0,1,6,100165.0
609,44.773,18,1,0,0,3,60113.0
610,32.174,16,0,1,2,2,35801.0
611,33.801,20,1,0,2,3,45503.0
612,56.831,16,1,1,2,5,65296.0
613,30.049,14,3,0,0,0,29136.0
614,46.413,17,3,1,0,0,27805.0
615,38.347,17,1,1,2,0,29018.0
616,31.327,18,1,1,1,2,44445.0
617,53.988,12,1,0,1,2,48698.0
618,32.16,18,1,1,2,2,42105.0
619,47.085,16,2,0,2,2,43332.0
620,53.802,12,1,0,2,4,45642.0
621,42.58,12,0,1,1,0,22903.0
622,56.457,18,1,1,2,1,34711.0
623,57.197,20,0,1,0,1,30130.0
624,48.43,18,1,1,0,3,43503.0
625,45.673,14,2,1,0,3,51712.0
626,33.651,21,1,0,2,7,131479.0
627,34.511,13,2,1,2,0,28590.0
628,56.075,16,0,0,1,3,64348.0
629,40.86,11,1,1,1,3,43389.0
630,35.083,16,1,1,1,3,62338.0
631,59.476,16,1,1,2,1,31825.0
632,54.937,21,0,0,1,4,67770.0
633,37.203,16,1,1,0,7,141861.0
634,30.229,17,1,1,2,2,52912.0
635,32.642,18,1,0,1,1,35612.0
636,37.972,18,0,1,0,3,48795.0
637,56.618,12,1,1,1,2,49838.0
638,37.566,12,1,0,2,4,73361.0
639,36.181,14,1,1,2,5,63629.0
640,47.724,18,1,0,2,6,77775.0
641,30.147,14,0,1,1,7,112678.0
642,43.694,16,0,0,1,7,129944.0
643,44.121,16,0,1,2,2,53182.0
644,30.871,10,1,1,0,6,105462.0
645,30.62,16,0,0,2,0,32390.0
646,47.843,13,1,0,2,1,34918.0
647,50.828,12,1,1,2,1,31910.0
648,59.582,16,0,1,0,4,56877.0
649,57.31,14,0,0,0,3,53153.0
650,43.372,16,0,0,2,1,38023.0
651,39.71,16,0,1,2,3,54357.0
652,47.896,16,2,1,2,3,54300.0
653,53.754,17,0,1,1,1,33519.0
654,59.574,14,1,0,0,3,50687.0
655,48.144,16,2,0,2,2,54540.0
656,54.345,13,1,0,0,6,111161.0
657,38.455,16,1,1,2,1,36008.0
658,39.749,12,1,0,2,4,47025.0
659,33.292,16,0,1,2,2,42544.0
660,49.828,14,3,0,2,5,50271.0
661,30.364,16,1,1,1,3,58725.0
662,44.769,14,0,0,1,0,27415.0
663,37.672,13,1,0,1,3,42934.0
